cat_url,sub_cat_url
https://www.ruten.com.tw/category/0014,https://www.ruten.com.tw/category/00140033/list
https://www.ruten.com.tw/category/0014,https://www.ruten.com.tw/category/00140016/list
https://www.ruten.com.tw/category/0014,https://www.ruten.com.tw/category/00140028/list
https://www.ruten.com.tw/category/0014,https://www.ruten.com.tw/category/00140008/list
https://www.ruten.com.tw/category/0014,https://www.ruten.com.tw/category/00140031/list
https://www.ruten.com.tw/category/0014,https://www.ruten.com.tw/category/00140010/list
https://www.ruten.com.tw/category/0015,https://www.ruten.com.tw/category/00150007/list
https://www.ruten.com.tw/category/0015,https://www.ruten.com.tw/category/00150019/list
https://www.ruten.com.tw/category/0015,https://www.ruten.com.tw/category/00150006/list
https://www.ruten.com.tw/category/0015,https://www.ruten.com.tw/category/00150008/list
https://www.ruten.com.tw/category/0015,https://www.ruten.com.tw/category/00150005/list
https://www.ruten.com.tw/category/0015,https://www.ruten.com.tw/category/00150001/list
https://www.ruten.com.tw/category/0015,https://www.ruten.com.tw/category/00150020/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170020/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170006/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170002/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170013/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170012/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170005/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170004/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170015/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170021/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170007/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170001/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170014/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170008/list
https://www.ruten.com.tw/category/0017,https://www.ruten.com.tw/category/00170003/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180042/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180002/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180012/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180041/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180033/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180004/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180001/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180015/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180014/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180036/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180035/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180022/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180013/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180007/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180040/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180006/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180021/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180037/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180018/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180026/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180011/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180020/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180008/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180038/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180005/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180039/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180017/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180043/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180003/list
https://www.ruten.com.tw/category/0018,https://www.ruten.com.tw/category/00180016/list
https://www.ruten.com.tw/category/0019,https://www.ruten.com.tw/category/00190007/list
https://www.ruten.com.tw/category/0019,https://www.ruten.com.tw/category/00190006/list
https://www.ruten.com.tw/category/0019,https://www.ruten.com.tw/category/00190002/list
https://www.ruten.com.tw/category/0019,https://www.ruten.com.tw/category/00190004/list
https://www.ruten.com.tw/category/0019,https://www.ruten.com.tw/category/00190008/list
https://www.ruten.com.tw/category/0019,https://www.ruten.com.tw/category/00190009/list
https://www.ruten.com.tw/category/0019,https://www.ruten.com.tw/category/00190011/list
https://www.ruten.com.tw/category/0019,https://www.ruten.com.tw/category/00190010/list
https://www.ruten.com.tw/category/0019,https://www.ruten.com.tw/category/00190001/list
https://www.ruten.com.tw/category/0019,https://www.ruten.com.tw/category/00190005/list
https://www.ruten.com.tw/category/0020,https://www.ruten.com.tw/category/00200004/list
https://www.ruten.com.tw/category/0020,https://www.ruten.com.tw/category/00200001/list
https://www.ruten.com.tw/category/0020,https://www.ruten.com.tw/category/00200005/list
https://www.ruten.com.tw/category/0020,https://www.ruten.com.tw/category/00200003/list
https://www.ruten.com.tw/category/0020,https://www.ruten.com.tw/category/00200002/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210003/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210012/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210001/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210014/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210017/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210023/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210021/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210002/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210019/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210018/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210013/list
