cat_url,sub_cat_url
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210011/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210022/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210010/list
https://www.ruten.com.tw/category/0021,https://www.ruten.com.tw/category/00210016/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220023/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220020/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220013/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220014/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220011/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220009/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220025/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220001/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220004/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220019/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220016/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220010/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220026/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220005/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220018/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220006/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220021/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220007/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220022/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220024/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220017/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220008/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220002/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220012/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220003/list
https://www.ruten.com.tw/category/0022,https://www.ruten.com.tw/category/00220015/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230037/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230018/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230001/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230040/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230029/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230039/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230025/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230019/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/002300140001/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230006/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/002300180010/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230014/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230038/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/002300090001/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230012/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230026/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230013/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230027/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230035/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230010/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230030/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230003/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/002300030001/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230028/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230023/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/002300180002/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230024/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230036/list
https://www.ruten.com.tw/category/0023,https://www.ruten.com.tw/category/00230009/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240006/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240001/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240002/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240021/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240005/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240009/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240008/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240003/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240029/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240031/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240023/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240030/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240004/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240020/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240034/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240016/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240032/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240015/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240033/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240017/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240019/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240018/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240007/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240022/list
https://www.ruten.com.tw/category/0024,https://www.ruten.com.tw/category/00240012/list
